14C 9.13e-09 4.82e-07 9.25e-09 4.55e-07 1.07e-08 1.09e-06
22Na 4.63e-08 7.63e-09 4.85e-08 7.62e-09 1.15e-07 5.23e-09
26Al 6.68e-06 4.05e-06 6.69e-06 4.08e-06 7.41e-06 1.57e-06
32Si 9.92e-11 2.11e-10 1.67e-10 2.53e-10 2.82e-10 2.52e-08
32P 4.98e-09 8.29e-08 5.13e-09 8.09e-08 5.94e-09 1.31e-06
33P 1.26e-09 5.62e-08 1.33e-09 5.51e-08 2.79e-09 8.13e-07
35S 2.55e-09 6.27e-08 2.74e-09 5.95e-08 6.27e-09 1.94e-06
36Cl 5.32e-09 2.60e-07 5.39e-09 2.52e-07 7.63e-09 1.82e-06
37Ar 1.96e-06 1.45e-05 1.96e-06 1.42e-05 2.17e-06 2.80e-05
39Ar 1.42e-10 2.70e-09 1.08e-09 3.69e-09 1.89e-08 1.44e-07
40K 4.62e-10 1.74e-08 6.79e-10 1.69e-08 6.00e-09 1.51e-07
41Ca 4.61e-06 2.77e-06 4.61e-06 2.71e-06 5.17e-06 5.02e-06
44Ti 5.72e-04 1.99e-05 5.72e-04 1.99e-05 5.54e-04 1.27e-05
48V 2.60e-07 4.18e-08 2.64e-07 4.15e-08 3.83e-07 7.60e-08
49V 5.38e-08 1.38e-07 5.52e-08 1.38e-07 1.08e-07 5.80e-07
48Cr 2.53e-04 4.32e-04 2.51e-04 4.33e-04 1.95e-04 3.05e-04
49Cr 3.59e-06 2.24e-05 3.61e-06 2.22e-05 4.19e-06 3.28e-05
51Cr 1.01e-07 6.76e-07 1.02e-07 6.65e-07 1.30e-07 9.60e-06
51Mn 1.09e-05 5.49e-05 1.09e-05 5.43e-05 9.73e-06 1.06e-04
52Mn 1.46e-07 2.87e-06 1.47e-07 2.87e-06 1.91e-07 4.00e-06
53Mn 6.49e-08 1.76e-05 6.64e-08 1.74e-05 1.29e-07 1.20e-04
54Mn 5.15e-11 1.37e-08 3.21e-10 1.44e-08 1.25e-08 5.87e-07
52Fe 2.91e-05 9.49e-03 2.87e-05 9.51e-03 1.93e-05 7.21e-03
53Fe 1.22e-06 6.44e-04 1.22e-06 6.40e-04 1.19e-06 1.04e-03
55Fe 1.08e-08 1.86e-05 1.37e-08 1.82e-05 1.51e-07 3.72e-04
59Fe 2.37e-09 2.82e-09 2.54e-08 2.89e-08 1.23e-06 8.06e-07
60Fe 1.27e-08 1.21e-08 1.26e-07 1.19e-07 1.41e-06 9.11e-06
55Co 1.27e-06 3.32e-03 1.27e-06 3.29e-03 1.32e-06 7.14e-03
56Co 1.81e-08 1.21e-05 1.97e-08 1.20e-05 8.33e-08 3.24e-05
57Co 1.04e-08 2.94e-06 6.76e-08 2.90e-06 3.05e-06 4.34e-05
58Co 4.09e-10 4.69e-09 4.36e-09 6.07e-09 3.61e-07 1.45e-07
60Co 8.52e-09 5.15e-09 8.40e-08 5.15e-08 7.48e-07 1.09e-06
56Ni 1.80e-06 5.59e-01 1.80e-06 5.59e-01 1.79e-06 4.86e-01
57Ni 2.90e-07 9.28e-03 2.97e-07 9.23e-03 4.86e-07 1.58e-02
59Ni 1.85e-08 3.47e-05 6.98e-08 3.44e-05 2.07e-06 6.96e-05
63Ni 7.22e-10 3.78e-09 7.13e-09 3.65e-08 1.41e-07 1.52e-06
62Zn 5.05e-08 1.27e-03 2.17e-07 1.26e-03 1.84e-06 3.69e-03
65Zn 1.82e-10 9.79e-09 1.43e-09 3.76e-08 1.42e-08 9.24e-08
65Ge 8.47e-10 8.36e-07 2.07e-09 8.34e-07 6.04e-09 7.22e-07
