14C 7.29e-08 4.85e-06 7.43e-08 4.62e-06 9.15e-08 8.76e-06
22Na 5.45e-07 2.50e-08 5.75e-07 2.50e-08 1.44e-06 1.74e-08
26Al 1.13e-05 1.37e-05 1.14e-05 1.37e-05 1.53e-05 5.47e-06
32Si 8.10e-10 7.80e-10 1.39e-09 1.05e-09 2.34e-09 8.25e-08
32P 7.78e-09 2.23e-07 8.35e-09 2.19e-07 1.27e-08 3.92e-06
33P 1.94e-09 1.65e-07 2.43e-09 1.64e-07 1.25e-08 2.53e-06
35S 1.95e-09 1.61e-07 2.68e-09 1.55e-07 1.51e-08 5.73e-06
36Cl 4.68e-09 6.97e-07 4.80e-09 6.76e-07 8.63e-09 5.33e-06
37Ar 6.59e-07 2.73e-05 6.69e-07 2.68e-05 1.07e-06 4.70e-05
39Ar 3.73e-10 6.49e-09 3.50e-09 1.27e-08 6.29e-08 5.16e-07
40K 4.30e-10 4.27e-08 8.18e-10 4.18e-08 9.09e-09 4.46e-07
41Ca 5.60e-06 4.63e-06 5.56e-06 4.54e-06 4.80e-06 7.89e-06
44Ti 2.26e-04 1.29e-05 2.25e-04 1.29e-05 1.91e-04 8.87e-06
48V 1.00e-07 5.76e-08 1.00e-07 5.72e-08 8.65e-08 1.10e-07
49V 2.03e-08 2.07e-07 2.09e-08 2.10e-07 4.18e-08 1.04e-06
48Cr 8.23e-06 3.21e-04 8.13e-06 3.21e-04 5.97e-06 2.14e-04
49Cr 2.66e-07 1.85e-05 2.62e-07 1.84e-05 1.59e-07 2.42e-05
51Cr 5.82e-09 1.03e-06 6.12e-09 1.02e-06 1.33e-08 1.51e-05
51Mn 2.51e-07 4.40e-05 2.49e-07 4.36e-05 2.07e-07 7.59e-05
52Mn 7.45e-09 2.69e-06 7.56e-09 2.68e-06 1.02e-08 3.93e-06
53Mn 2.85e-09 1.86e-05 4.03e-09 1.84e-05 5.36e-08 1.70e-04
54Mn 2.56e-11 2.10e-08 2.24e-10 2.35e-08 9.49e-09 9.59e-07
52Fe 8.56e-07 6.19e-03 8.59e-07 6.20e-03 9.58e-07 4.49e-03
53Fe 2.61e-08 4.47e-04 2.65e-08 4.44e-04 4.07e-08 6.53e-04
55Fe 6.43e-10 3.00e-05 4.00e-09 2.94e-05 1.73e-07 5.90e-04
59Fe 7.18e-09 1.68e-08 7.71e-08 1.70e-07 3.24e-06 4.15e-06
60Fe 2.88e-08 4.48e-08 2.86e-07 4.40e-07 2.96e-06 2.83e-05
55Co 1.08e-07 2.16e-03 1.14e-07 2.14e-03 4.29e-07 4.02e-03
56Co 6.58e-10 7.18e-06 1.76e-09 7.11e-06 4.64e-08 2.11e-05
57Co 6.74e-09 3.83e-06 6.70e-08 3.77e-06 2.96e-06 6.27e-05
58Co 4.52e-10 7.29e-09 4.72e-09 1.25e-08 3.25e-07 2.42e-07
60Co 7.49e-09 1.64e-08 7.39e-08 1.64e-07 6.22e-07 3.34e-06
56Ni 8.04e-07 1.40e-01 8.11e-07 1.40e-01 1.18e-06 1.14e-01
57Ni 8.62e-08 1.22e-03 9.15e-08 1.21e-03 3.13e-07 2.14e-03
59Ni 5.68e-09 9.79e-07 3.92e-08 1.05e-06 1.28e-06 1.30e-05
63Ni 1.02e-09 1.04e-08 1.03e-08 1.00e-07 2.66e-07 4.72e-06
62Zn 3.26e-08 1.03e-06 2.23e-07 1.02e-06 1.94e-06 3.43e-06
65Zn 1.02e-10 9.59e-09 8.96e-10 9.77e-08 7.30e-09 2.67e-07
65Ge 4.73e-10 8.68e-10 2.25e-09 8.64e-10 8.75e-09 1.03e-09
