12C 2.34e-03 7.55e-03 2.33e-03 7.55e-03 2.27e-03 7.25e-03
13C 5.16e-10 7.76e-08 5.15e-10 7.40e-08 3.61e-10 4.36e-07
14N 3.44e-07 6.82e-06 1.42e-06 6.57e-06 3.62e-05 1.08e-05
15N 3.46e-08 1.49e-08 3.62e-08 1.45e-08 9.03e-08 1.95e-08
16O 6.07e-03 1.16e-01 6.10e-03 1.16e-01 6.61e-03 1.18e-01
17O 2.19e-08 1.67e-06 2.35e-08 1.62e-06 6.59e-08 2.37e-06
18O 3.67e-08 2.99e-08 4.63e-08 2.88e-08 3.53e-07 4.39e-08
19F 2.08e-08 4.93e-10 2.19e-08 4.75e-10 5.84e-08 1.52e-09
20Ne 3.05e-03 5.39e-03 3.05e-03 5.39e-03 3.07e-03 4.75e-03
21Ne 2.30e-07 2.02e-06 2.32e-07 1.93e-06 3.14e-07 7.43e-06
22Ne 1.66e-07 3.39e-05 1.89e-07 3.26e-05 8.76e-07 3.07e-04
23Na 1.65e-05 5.54e-05 1.65e-05 5.44e-05 1.63e-05 1.49e-04
24Mg 4.17e-03 1.00e-02 4.18e-03 1.03e-02 4.27e-03 4.54e-03
25Mg 2.25e-05 8.73e-05 2.25e-05 8.56e-05 2.67e-05 3.33e-04
26Mg 3.82e-05 1.21e-04 3.81e-05 1.18e-04 3.76e-05 4.75e-04
27Al 1.47e-04 4.19e-04 1.47e-04 4.21e-04 1.51e-04 5.37e-04
28Si 9.24e-03 2.28e-01 9.24e-03 2.28e-01 9.41e-03 2.26e-01
29Si 1.15e-04 6.29e-04 1.14e-04 6.23e-04 1.13e-04 2.07e-03
30Si 1.05e-04 8.54e-04 1.05e-04 8.45e-04 1.10e-04 4.51e-03
31P 8.62e-05 4.32e-04 8.63e-05 4.26e-04 9.14e-05 1.19e-03
32S 4.69e-03 1.31e-01 4.69e-03 1.31e-01 4.81e-03 1.11e-01
33S 5.55e-05 3.34e-04 5.53e-05 3.30e-04 5.46e-05 6.19e-04
34S 2.75e-05 1.78e-03 2.73e-05 1.73e-03 2.76e-05 8.29e-03
36S 1.98e-09 5.30e-08 3.22e-09 5.93e-08 1.93e-08 5.06e-06
35Cl 4.36e-05 1.11e-04 4.38e-05 1.08e-04 5.49e-05 2.89e-04
37Cl 1.03e-05 2.40e-05 1.03e-05 2.35e-05 1.04e-05 4.66e-05
36Ar 2.09e-03 2.34e-02 2.10e-03 2.34e-02 2.16e-03 1.69e-02
38Ar 1.29e-05 7.54e-04 1.30e-05 7.30e-04 1.71e-05 3.43e-03
40Ar 5.12e-10 5.24e-09 2.08e-09 9.26e-09 1.60e-08 5.27e-07
39K 1.07e-04 5.86e-05 1.09e-04 5.73e-05 1.66e-04 1.30e-04
41K 9.15e-06 4.08e-06 9.15e-06 3.99e-06 1.06e-05 7.17e-06
40Ca 7.85e-03 2.04e-02 7.86e-03 2.04e-02 8.47e-03 1.41e-02
