14C 3.58e-14 7.47e-16 7.04e-14 7.84e-16 1.08e-12 2.09e-15
22Na 1.25e-08 3.21e-13 1.22e-08 3.20e-13 6.93e-09 1.65e-10
26Al 8.09e-07 1.46e-10 7.98e-07 1.50e-10 5.20e-07 5.55e-11
32Si 4.10e-13 2.13e-13 5.85e-13 2.19e-13 5.18e-13 6.99e-12
32P 3.87e-09 1.77e-09 3.93e-09 1.78e-09 4.29e-09 1.01e-08
33P 1.58e-09 1.12e-09 1.63e-09 1.12e-09 1.78e-09 9.16e-09
35S 8.28e-10 8.03e-10 8.54e-10 7.88e-10 9.10e-10 5.69e-09
36Cl 8.25e-09 7.97e-09 8.24e-09 7.82e-09 8.67e-09 3.00e-08
37Ar 1.63e-06 1.66e-06 1.62e-06 1.63e-06 1.65e-06 4.09e-06
39Ar 4.45e-11 6.70e-11 4.50e-11 6.45e-11 5.23e-11 4.16e-10
40K 3.04e-10 4.33e-10 3.00e-10 4.18e-10 3.91e-10 1.70e-09
41Ca 3.19e-07 4.10e-07 3.21e-07 4.03e-07 4.78e-07 8.56e-07
44Ti 2.68e-04 2.04e-05 2.68e-04 2.04e-05 2.78e-04 1.25e-05
48V 1.28e-07 2.54e-08 1.28e-07 2.54e-08 2.28e-07 2.60e-08
49V 4.58e-08 8.20e-08 4.62e-08 8.14e-08 7.37e-08 1.66e-07
48Cr 5.30e-04 4.14e-04 5.32e-04 4.14e-04 5.96e-04 3.00e-04
49Cr 9.11e-06 2.00e-05 9.16e-06 1.99e-05 1.11e-05 3.16e-05
51Cr 3.81e-07 2.28e-07 3.79e-07 2.23e-07 4.86e-07 2.04e-06
51Mn 8.48e-05 4.88e-05 8.46e-05 4.83e-05 7.91e-05 1.02e-04
52Mn 1.10e-06 2.52e-06 1.11e-06 2.52e-06 1.47e-06 3.11e-06
53Mn 1.66e-06 1.32e-05 1.67e-06 1.31e-05 2.55e-06 3.98e-05
54Mn 1.71e-09 1.37e-09 1.76e-09 1.50e-09 1.12e-08 6.67e-08
52Fe 1.96e-03 9.26e-03 1.97e-03 9.28e-03 2.05e-03 7.19e-03
53Fe 5.34e-05 6.10e-04 5.36e-05 6.06e-04 6.39e-05 1.03e-03
55Fe 1.77e-06 3.22e-06 1.80e-06 3.00e-06 3.65e-06 8.56e-05
59Fe 7.84e-13 3.86e-10 5.87e-12 8.77e-16 4.55e-11 6.54e-11
60Fe 1.60e-13 1.57e-09 9.65e-13 2.09e-17 1.60e-12 3.40e-11
55Co 2.50e-04 3.16e-03 2.51e-04 3.13e-03 2.74e-04 7.15e-03
56Co 7.09e-07 1.24e-05 7.17e-07 1.23e-05 9.47e-07 3.08e-05
57Co 3.22e-07 1.17e-06 3.30e-07 1.12e-06 6.31e-07 1.19e-05
58Co 3.28e-10 4.92e-10 4.63e-10 4.41e-10 5.09e-09 1.61e-08
60Co 2.96e-13 6.85e-11 2.26e-12 4.86e-14 3.61e-11 7.93e-11
56Ni 3.95e-02 7.45e-01 3.95e-02 7.45e-01 3.89e-02 6.52e-01
57Ni 1.37e-03 1.41e-02 1.37e-03 1.40e-02 1.50e-03 2.49e-02
59Ni 5.24e-05 6.09e-05 5.19e-05 6.04e-05 3.69e-05 1.41e-04
63Ni 1.41e-13 2.85e-09 1.19e-12 4.59e-13 2.23e-11 1.61e-10
62Zn 9.91e-05 2.25e-03 9.89e-05 2.21e-03 9.57e-05 6.05e-03
65Zn 2.51e-08 1.19e-08 2.52e-08 1.19e-08 2.77e-08 1.01e-08
65Ge 3.17e-06 1.42e-06 3.16e-06 1.42e-06 2.97e-06 1.13e-06
