12C 3.52e-03 4.94e-03 3.51e-03 4.94e-03 3.42e-03 4.74e-03
13C 1.07e-09 6.50e-08 1.07e-09 6.18e-08 7.16e-10 3.37e-07
14N 3.59e-07 3.81e-06 1.42e-06 3.67e-06 3.57e-05 5.32e-06
15N 5.76e-08 8.09e-09 6.03e-08 7.90e-09 1.50e-07 1.03e-08
16O 3.78e-03 9.17e-02 3.79e-03 9.15e-02 4.17e-03 9.31e-02
17O 3.34e-08 1.01e-06 3.49e-08 9.85e-07 7.45e-08 1.30e-06
18O 5.35e-08 1.55e-08 6.39e-08 1.49e-08 3.99e-07 2.23e-08
19F 4.24e-08 3.01e-10 4.46e-08 2.90e-10 1.17e-07 1.05e-09
20Ne 2.81e-03 3.43e-03 2.81e-03 3.43e-03 2.91e-03 3.02e-03
21Ne 3.60e-07 1.25e-06 3.64e-07 1.19e-06 4.97e-07 4.64e-06
22Ne 3.02e-07 2.56e-05 3.28e-07 2.47e-05 1.09e-06 2.05e-04
23Na 1.92e-05 3.40e-05 1.92e-05 3.34e-05 1.90e-05 9.11e-05
24Mg 3.12e-03 7.17e-03 3.12e-03 7.37e-03 3.23e-03 3.19e-03
25Mg 3.09e-05 5.32e-05 3.10e-05 5.22e-05 3.80e-05 2.06e-04
26Mg 4.71e-05 7.52e-05 4.70e-05 7.34e-05 4.58e-05 3.05e-04
27Al 1.14e-04 2.84e-04 1.14e-04 2.85e-04 1.15e-04 3.62e-04
28Si 5.76e-03 2.20e-01 5.77e-03 2.20e-01 5.88e-03 2.19e-01
29Si 8.69e-05 4.69e-04 8.65e-05 4.65e-04 8.20e-05 1.47e-03
30Si 8.52e-05 6.45e-04 8.51e-05 6.38e-04 8.51e-05 3.41e-03
31P 7.16e-05 3.37e-04 7.16e-05 3.32e-04 7.29e-05 9.23e-04
32S 2.74e-03 1.31e-01 2.74e-03 1.31e-01 2.88e-03 1.11e-01
33S 2.41e-05 2.67e-04 2.40e-05 2.64e-04 2.39e-05 5.13e-04
34S 1.29e-05 1.54e-03 1.29e-05 1.50e-03 1.36e-05 7.20e-03
36S 1.15e-09 3.94e-08 3.30e-09 4.32e-08 2.87e-08 3.40e-06
35Cl 3.86e-05 9.08e-05 3.88e-05 8.84e-05 4.64e-05 2.36e-04
37Cl 3.00e-06 2.14e-05 3.00e-06 2.10e-05 3.15e-06 4.22e-05
36Ar 1.10e-03 2.44e-02 1.11e-03 2.44e-02 1.21e-03 1.80e-02
38Ar 3.39e-06 6.85e-04 3.43e-06 6.64e-04 5.14e-06 3.17e-03
40Ar 4.34e-10 3.89e-09 3.34e-09 6.44e-09 2.66e-08 3.48e-07
39K 6.89e-05 5.42e-05 6.96e-05 5.30e-05 9.54e-05 1.22e-04
41K 1.04e-05 3.82e-06 1.03e-05 3.75e-06 1.10e-05 6.80e-06
40Ca 3.95e-03 2.23e-02 3.95e-03 2.23e-02 4.07e-03 1.59e-02
42Ca 3.92e-06 1.75e-05 4.00e-06 1.68e-05 7.15e-06 7.50e-05
43Ca 8.68e-06 6.57e-08 8.78e-06 6.51e-08 1.39e-05 3.38e-07
44Ca 7.50e-04 1.58e-05 7.47e-04 1.58e-05 6.50e-04 1.19e-05
46Ca 1.20e-10 1.74e-10 1.15e-09 1.54e-09 1.01e-08 1.64e-07
48Ca 2.09e-11 1.32e-11 1.99e-10 1.25e-10 3.60e-09 1.48e-08
45Sc 4.60e-06 1.92e-07 4.63e-06 1.91e-07 5.30e-06 5.30e-07
46Ti 2.23e-06 6.73e-06 2.25e-06 6.51e-06 3.17e-06 2.53e-05
47Ti 4.07e-05 3.13e-07 4.07e-05 3.08e-07 4.13e-05 1.38e-06
48Ti 1.26e-04 4.29e-04 1.24e-04 4.30e-04 7.52e-05 3.02e-04
49Ti 3.70e-06 2.34e-05 3.69e-06 2.32e-05 3.17e-06 3.39e-05
50Ti 1.07e-10 7.98e-10 1.09e-09 1.98e-09 3.77e-08 3.97e-07
50V 3.04e-10 2.57e-09 3.74e-10 3.13e-09 4.33e-09 1.08e-07
