14C 8.73e-10 6.33e-08 8.84e-10 5.84e-08 8.62e-10 3.51e-07
22Na 1.96e-08 7.01e-09 2.04e-08 6.99e-09 4.12e-08 4.96e-09
26Al 5.01e-06 3.83e-06 5.00e-06 3.85e-06 5.07e-06 1.49e-06
32Si 7.27e-12 9.32e-11 8.88e-12 9.69e-11 1.12e-11 1.72e-08
32P 1.43e-08 6.92e-08 1.43e-08 6.73e-08 1.50e-08 1.13e-06
33P 8.37e-09 4.71e-08 8.35e-09 4.59e-08 8.74e-09 6.75e-07
35S 1.41e-08 5.25e-08 1.41e-08 4.95e-08 1.57e-08 1.62e-06
36Cl 3.95e-08 2.21e-07 3.94e-08 2.14e-07 4.22e-08 1.54e-06
37Ar 7.91e-06 1.30e-05 7.89e-06 1.28e-05 7.92e-06 2.50e-05
39Ar 5.67e-10 2.20e-09 7.15e-10 2.55e-09 3.91e-09 1.10e-07
40K 4.48e-09 1.46e-08 4.61e-09 1.42e-08 1.00e-08 1.27e-07
41Ca 6.33e-06 2.52e-06 6.32e-06 2.48e-06 6.70e-06 4.54e-06
44Ti 1.05e-03 2.01e-05 1.05e-03 2.02e-05 1.17e-03 1.24e-05
48V 4.48e-07 3.68e-08 4.52e-07 3.66e-08 6.26e-07 6.81e-08
49V 1.12e-07 1.24e-07 1.16e-07 1.24e-07 2.21e-07 5.16e-07
48Cr 1.71e-03 4.03e-04 1.71e-03 4.03e-04 1.55e-03 2.85e-04
49Cr 1.13e-05 2.06e-05 1.13e-05 2.05e-05 1.36e-05 3.06e-05
51Cr 4.72e-07 6.15e-07 4.75e-07 6.07e-07 5.91e-07 8.57e-06
51Mn 6.03e-05 5.08e-05 6.04e-05 5.03e-05 6.14e-05 9.90e-05
52Mn 9.08e-07 2.59e-06 9.08e-07 2.59e-06 9.37e-07 3.64e-06
53Mn 5.24e-07 1.60e-05 5.27e-07 1.59e-05 6.62e-07 1.08e-04
54Mn 8.14e-11 1.25e-08 3.24e-10 1.33e-08 9.76e-09 5.31e-07
52Fe 7.31e-04 8.74e-03 7.24e-04 8.75e-03 5.12e-04 6.66e-03
53Fe 1.22e-05 5.93e-04 1.22e-05 5.89e-04 1.16e-05 9.63e-04
55Fe 5.64e-08 1.70e-05 6.23e-08 1.68e-05 3.26e-07 3.31e-04
59Fe 6.53e-10 1.77e-09 6.99e-09 1.82e-08 4.26e-07 4.55e-07
60Fe 3.80e-09 9.38e-09 3.79e-08 9.12e-08 5.80e-07 7.94e-06
55Co 1.74e-05 3.06e-03 1.73e-05 3.02e-03 1.40e-05 6.61e-03
56Co 1.14e-07 1.19e-05 1.16e-07 1.18e-05 1.97e-07 3.06e-05
57Co 2.59e-08 2.85e-06 6.87e-08 2.82e-06 3.40e-06 3.94e-05
58Co 5.28e-10 4.33e-09 5.48e-09 5.66e-09 4.94e-07 1.31e-07
60Co 2.93e-09 5.03e-09 2.90e-08 5.02e-08 5.19e-07 9.67e-07
56Ni 6.95e-05 6.10e-01 6.85e-05 6.11e-01 4.25e-05 5.32e-01
57Ni 3.37e-06 1.11e-02 3.37e-06 1.10e-02 3.09e-06 1.86e-02
59Ni 9.35e-08 4.59e-05 2.81e-07 4.55e-05 9.02e-06 8.90e-05
63Ni 1.08e-09 3.39e-09 1.04e-08 3.26e-08 1.26e-07 1.45e-06
62Zn 2.42e-07 1.69e-03 5.20e-07 1.67e-03 4.01e-06 4.81e-03
65Zn 2.87e-09 1.15e-08 2.59e-08 3.40e-08 3.17e-07 7.87e-08
65Ge 4.42e-09 1.10e-06 7.68e-09 1.10e-06 2.61e-08 9.23e-07
