14C 1.41e-12 1.03e-08 1.64e-12 9.76e-09 8.35e-12 4.47e-08
22Na 3.59e-09 7.16e-09 3.71e-09 8.19e-09 7.09e-09 6.42e-09
26Al 1.11e-07 3.88e-06 1.11e-07 3.89e-06 1.24e-07 1.64e-06
32Si 2.44e-12 8.01e-10 2.54e-12 8.60e-11 2.90e-12 6.30e-09
32P 1.97e-08 9.13e-08 2.00e-08 8.83e-08 2.12e-08 1.50e-06
33P 1.59e-08 7.06e-08 1.61e-08 6.81e-08 1.71e-08 1.02e-06
35S 5.37e-09 7.25e-08 5.33e-09 6.83e-08 5.50e-09 2.46e-06
36Cl 7.84e-08 3.19e-07 7.82e-08 3.09e-07 8.05e-08 2.47e-06
37Ar 5.40e-06 1.49e-05 5.35e-06 1.46e-05 5.59e-06 2.71e-05
39Ar 2.36e-10 3.24e-09 2.30e-10 3.12e-09 2.63e-10 8.73e-08
40K 1.86e-09 2.33e-08 1.82e-09 2.21e-08 2.17e-09 2.12e-07
41Ca 1.84e-06 2.74e-06 1.84e-06 2.69e-06 2.42e-06 4.77e-06
44Ti 7.79e-04 2.42e-05 7.80e-04 2.43e-05 8.10e-04 1.37e-05
48V 4.79e-07 5.44e-08 4.86e-07 5.40e-08 7.56e-07 8.20e-08
49V 1.85e-07 1.43e-07 1.87e-07 1.43e-07 2.72e-07 6.16e-07
48Cr 2.06e-03 3.95e-04 2.06e-03 3.96e-04 2.15e-03 2.75e-04
49Cr 2.03e-05 2.02e-05 2.05e-05 2.01e-05 2.61e-05 2.96e-05
51Cr 1.07e-06 6.55e-07 1.07e-06 6.49e-07 1.27e-06 9.06e-06
51Mn 1.47e-04 4.98e-05 1.47e-04 4.93e-05 1.58e-04 9.63e-05
52Mn 4.23e-06 2.81e-06 4.27e-06 2.80e-06 5.45e-06 3.80e-06
53Mn 2.40e-06 1.60e-05 2.43e-06 1.59e-05 3.42e-06 1.11e-04
54Mn 2.78e-10 1.38e-08 3.49e-10 1.58e-08 3.43e-09 5.76e-07
52Fe 4.02e-03 8.42e-03 4.03e-03 8.43e-03 4.36e-03 6.39e-03
53Fe 5.53e-05 5.75e-04 5.59e-05 5.71e-04 7.56e-05 9.27e-04
55Fe 4.09e-07 1.77e-05 4.22e-07 1.74e-05 1.08e-06 3.47e-04
59Fe 9.45e-12 6.17e-10 7.11e-11 6.38e-09 6.18e-10 1.31e-07
60Fe 7.26e-12 3.88e-09 6.09e-11 3.51e-08 7.48e-10 4.85e-06
55Co 4.77e-04 2.96e-03 4.78e-04 2.93e-03 4.93e-04 6.37e-03
56Co 1.33e-06 1.51e-05 1.34e-06 1.50e-05 1.84e-06 3.30e-05
57Co 4.61e-07 2.97e-06 4.83e-07 2.92e-06 1.43e-06 4.05e-05
58Co 1.54e-10 4.61e-09 1.00e-09 7.07e-09 4.24e-08 1.46e-07
60Co 1.07e-11 3.41e-09 1.00e-10 3.36e-08 2.27e-09 1.05e-06
56Ni 8.32e-03 5.56e-01 8.31e-03 5.57e-01 8.07e-03 4.84e-01
57Ni 5.75e-04 1.01e-02 5.75e-04 1.00e-02 5.71e-04 1.69e-02
59Ni 5.36e-06 4.35e-05 5.39e-06 4.31e-05 7.93e-06 8.35e-05
63Ni 6.77e-12 1.58e-09 6.42e-11 1.51e-08 1.06e-09 1.34e-06
62Zn 5.98e-05 1.57e-03 6.04e-05 1.55e-03 8.24e-05 4.48e-03
65Zn 6.44e-08 1.57e-08 6.96e-08 6.41e-08 1.93e-07 1.95e-07
65Ge 1.52e-06 1.26e-06 1.52e-06 1.25e-06 1.51e-06 1.10e-06
