14C 1.02e-12 1.39e-16 1.15e-12 1.46e-16 5.25e-12 4.72e-16
22Na 7.64e-09 1.36e-13 7.56e-09 1.35e-13 6.16e-09 6.06e-10
26Al 2.78e-07 3.39e-11 2.75e-07 3.48e-11 2.00e-07 1.71e-11
32Si 5.17e-13 3.42e-14 5.32e-13 6.53e-14 6.65e-13 9.46e-13
32P 5.12e-09 4.12e-10 5.18e-09 4.19e-10 5.77e-09 2.17e-09
33P 1.91e-09 2.25e-10 1.94e-09 2.35e-10 2.18e-09 1.75e-09
35S 1.04e-09 1.92e-10 1.05e-09 1.93e-10 1.18e-09 1.37e-09
36Cl 1.24e-08 2.21e-09 1.24e-08 2.17e-09 1.36e-08 8.57e-09
37Ar 3.56e-06 8.71e-07 3.56e-06 8.60e-07 3.93e-06 1.93e-06
39Ar 6.85e-11 2.07e-11 6.88e-11 2.01e-11 8.86e-11 1.39e-10
40K 6.61e-10 1.70e-10 6.62e-10 1.65e-10 8.37e-10 6.83e-10
41Ca 9.97e-07 2.58e-07 1.00e-06 2.55e-07 1.30e-06 4.85e-07
44Ti 1.53e-04 2.05e-05 1.53e-04 2.05e-05 1.74e-04 1.15e-05
48V 9.25e-08 1.90e-08 9.44e-08 1.90e-08 1.85e-07 1.77e-08
49V 6.15e-08 5.94e-08 6.21e-08 5.90e-08 9.53e-08 1.12e-07
48Cr 7.16e-04 3.52e-04 7.19e-04 3.53e-04 8.03e-04 2.57e-04
49Cr 1.38e-05 1.62e-05 1.39e-05 1.61e-05 1.66e-05 2.67e-05
51Cr 2.25e-07 1.57e-07 2.29e-07 1.56e-07 4.43e-07 8.98e-07
51Mn 3.12e-05 4.00e-05 3.14e-05 3.96e-05 3.59e-05 8.71e-05
52Mn 8.78e-07 1.91e-06 8.86e-07 1.91e-06 1.17e-06 2.26e-06
53Mn 2.42e-06 9.85e-06 2.44e-06 9.79e-06 3.72e-06 2.33e-05
54Mn 4.42e-09 7.53e-10 4.64e-09 1.09e-09 1.98e-08 2.86e-08
52Fe 2.04e-03 7.79e-03 2.04e-03 7.80e-03 2.23e-03 6.09e-03
53Fe 6.94e-05 5.06e-04 6.97e-05 5.03e-04 7.79e-05 8.74e-04
55Fe 4.55e-06 1.85e-06 4.60e-06 1.89e-06 7.97e-06 3.42e-05
59Fe 5.94e-12 1.69e-17 4.37e-11 1.60e-16 1.46e-10 5.21e-11
60Fe 2.83e-12 9.92e-20 1.68e-11 3.32e-18 1.14e-11 2.51e-11
55Co 2.10e-04 2.63e-03 2.10e-04 2.61e-03 2.24e-04 6.11e-03
56Co 8.28e-07 1.23e-05 8.35e-07 1.23e-05 1.04e-06 2.63e-05
57Co 5.44e-07 1.13e-06 5.51e-07 1.15e-06 1.01e-06 5.85e-06
58Co 9.70e-10 2.38e-10 1.16e-09 3.29e-10 7.19e-09 6.47e-09
60Co 2.78e-12 4.02e-15 1.80e-11 1.46e-14 7.02e-11 5.90e-11
56Ni 1.24e-02 8.47e-01 1.23e-02 8.48e-01 1.14e-02 7.46e-01
57Ni 3.03e-04 1.77e-02 3.03e-04 1.76e-02 2.99e-04 3.35e-02
59Ni 4.36e-06 7.82e-05 4.30e-06 7.76e-05 3.04e-06 2.24e-04
63Ni 6.87e-13 8.60e-15 5.30e-12 8.55e-14 4.06e-11 1.12e-10
62Zn 2.09e-05 3.08e-03 2.10e-05 3.04e-03 2.24e-05 7.57e-03
65Zn 2.04e-09 1.43e-08 2.15e-09 1.43e-08 5.73e-09 1.12e-08
65Ge 8.14e-07 2.04e-06 8.07e-07 2.04e-06 6.46e-07 1.53e-06
