12C 3.82e-05 1.36e-04 3.82e-05 1.35e-04 3.80e-05 1.32e-04
13C 1.89e-09 5.87e-12 1.88e-09 5.74e-12 1.55e-09 2.21e-11
14N 2.49e-07 1.93e-10 1.31e-06 1.93e-10 3.55e-05 4.65e-10
15N 1.39e-08 3.94e-10 1.47e-08 4.25e-10 3.74e-08 2.34e-10
16O 8.36e-03 5.46e-02 8.37e-03 5.45e-02 8.82e-03 5.55e-02
17O 2.08e-10 2.45e-11 1.61e-09 2.37e-11 4.67e-08 1.29e-10
18O 1.69e-08 1.80e-12 2.53e-08 1.31e-12 2.93e-07 4.78e-12
19F 4.86e-09 5.08e-13 5.22e-09 4.89e-13 1.62e-08 3.78e-12
20Ne 8.63e-06 6.41e-04 8.84e-06 6.38e-04 1.82e-05 5.90e-04
21Ne 1.95e-08 1.31e-08 2.13e-08 1.27e-08 7.74e-08 7.73e-08
22Ne 1.11e-08 6.66e-09 3.03e-08 6.32e-09 6.47e-07 8.89e-09
23Na 1.93e-07 3.57e-06 1.98e-07 3.39e-06 3.95e-07 6.21e-06
24Mg 2.37e-03 4.04e-03 2.40e-03 4.16e-03 2.51e-03 1.80e-03
25Mg 5.95e-07 5.91e-06 6.37e-07 5.81e-06 1.72e-06 2.01e-05
26Mg 4.63e-07 7.57e-06 5.03e-07 7.32e-06 1.60e-06 2.48e-05
27Al 3.59e-05 1.52e-04 3.65e-05 1.53e-04 3.82e-05 1.86e-04
28Si 1.26e-02 1.54e-01 1.26e-02 1.55e-01 1.28e-02 1.54e-01
29Si 6.67e-05 2.44e-04 6.71e-05 2.42e-04 7.00e-05 7.32e-04
30Si 8.74e-05 3.80e-04 8.87e-05 3.76e-04 9.40e-05 2.09e-03
31P 4.43e-05 2.17e-04 4.44e-05 2.14e-04 4.56e-05 5.96e-04
32S 4.37e-03 9.47e-02 4.35e-03 9.46e-02 4.31e-03 8.07e-02
33S 4.66e-05 1.78e-04 4.63e-05 1.76e-04 4.58e-05 3.44e-04
34S 2.28e-04 9.94e-04 2.26e-04 9.70e-04 2.21e-04 4.67e-03
36S 3.24e-09 2.00e-08 3.32e-09 1.97e-08 4.56e-09 1.42e-06
35Cl 1.90e-05 5.96e-05 1.90e-05 5.79e-05 2.06e-05 1.54e-04
37Cl 3.61e-06 1.44e-05 3.58e-06 1.41e-05 3.77e-06 2.80e-05
36Ar 1.24e-03 1.83e-02 1.24e-03 1.82e-02 1.25e-03 1.37e-02
38Ar 6.03e-05 4.42e-04 5.98e-05 4.28e-04 6.11e-05 2.04e-03
40Ar 1.73e-10 2.39e-09 1.79e-10 2.38e-09 5.15e-10 7.22e-08
39K 3.80e-05 3.69e-05 3.82e-05 3.60e-05 4.97e-05 8.22e-05
41K 1.14e-06 2.59e-06 1.15e-06 2.54e-06 1.74e-06 4.58e-06
40Ca 4.70e-03 1.72e-02 4.70e-03 1.72e-02 4.81e-03 1.26e-02
42Ca 3.54e-06 1.16e-05 3.54e-06 1.11e-05 4.91e-06 4.90e-05
43Ca 1.36e-05 3.10e-07 1.36e-05 3.10e-07 1.34e-05 2.68e-07
44Ca 8.70e-04 1.81e-05 8.71e-04 1.81e-05 9.07e-04 1.18e-05
46Ca 6.34e-13 4.57e-11 2.14e-12 1.43e-10 4.49e-11 1.99e-08
48Ca 6.43e-12 4.24e-12 6.43e-11 6.42e-12 1.94e-09 4.36e-08
45Sc 8.47e-07 1.44e-07 8.58e-07 1.41e-07 1.53e-06 3.01e-07
46Ti 4.17e-05 4.43e-06 4.13e-05 4.28e-06 3.06e-05 1.69e-05
47Ti 5.70e-05 6.54e-07 5.68e-05 6.48e-07 5.25e-05 1.09e-06
48Ti 1.88e-03 3.74e-04 1.88e-03 3.74e-04 1.99e-03 2.63e-04
49Ti 2.04e-05 1.96e-05 2.07e-05 1.95e-05 2.80e-05 2.91e-05
50Ti 2.12e-11 4.05e-10 8.87e-11 1.64e-09 2.25e-09 1.10e-06
50V 2.00e-10 1.88e-09 1.99e-10 1.94e-09 5.53e-10 6.62e-08
51V 2.67e-04 4.88e-05 2.66e-04 4.83e-05 2.50e-04 1.02e-04
50Cr 2.26e-04 1.07e-04 2.25e-04 1.05e-04 1.86e-04 5.33e-04
52Cr 3.98e-03 8.10e-03 3.98e-03 8.12e-03 4.08e-03 6.35e-03
53Cr 6.05e-05 5.69e-04 6.11e-05 5.66e-04 8.41e-05 9.98e-04
54Cr 2.57e-10 1.63e-08 4.38e-10 2.02e-08 7.17e-09 1.03e-06
55Mn 3.68e-04 2.89e-03 3.69e-04 2.86e-03 3.83e-04 6.49e-03
54Fe 4.00e-05 1.20e-02 4.05e-05 1.18e-02 6.01e-05 5.23e-02
56Fe 2.60e-02 4.93e-01 2.60e-02 4.93e-01 2.65e-02 4.29e-01
57Fe 2.40e-03 8.62e-03 2.40e-03 8.57e-03 2.42e-03 1.45e-02
58Fe 4.63e-10 1.17e-08 3.79e-09 4.41e-08 1.12e-07 1.66e-06
59Co 3.57e-04 2.81e-04 3.56e-04 2.79e-04 3.01e-04 4.97e-04
58Ni 6.69e-04 8.16e-03 6.68e-04 7.99e-03 6.42e-04 4.14e-02
60Ni 2.70e-03 6.39e-03 2.70e-03 6.41e-03 2.68e-03 3.82e-03
61Ni 3.93e-04 2.11e-04 3.92e-04 2.10e-04 3.75e-04 2.39e-04
62Ni 1.65e-04 1.19e-03 1.65e-04 1.18e-03 1.68e-04 3.50e-03
64Ni 5.11e-11 2.43e-09 5.06e-10 2.14e-08 1.29e-08 3.72e-06
63Cu 1.36e-05 4.85e-07 1.36e-05 5.66e-07 1.35e-05 4.08e-06
64Zn 2.59e-04 2.11e-05 2.59e-04 2.15e-05 2.71e-04 8.70e-06
66Zn 2.44e-05 2.32e-05 2.46e-05 2.35e-05 3.08e-05 5.69e-05
67Zn 9.43e-07 1.43e-08 1.00e-06 1.91e-08 2.02e-06 5.60e-07
68Zn 5.22e-07 8.47e-09 7.67e-07 3.93e-08 2.09e-06 1.53e-06
70Zn 4.77e-13 1.48e-11 4.59e-12 1.35e-10 1.11e-10 2.51e-08
69Ga 3.26e-08 2.50e-09 5.93e-08 2.43e-08 1.37e-07 2.72e-07
71Ga 2.18e-09 2.99e-10 4.92e-09 2.84e-09 9.66e-09 1.11e-07
