12C 7.71e-04 1.24e-03 7.68e-04 1.24e-03 7.55e-04 1.20e-03
13C 4.95e-11 1.12e-09 4.92e-11 1.04e-09 3.96e-11 1.19e-08
14N 1.71e-07 1.37e-07 1.22e-06 1.29e-07 3.51e-05 5.12e-07
15N 1.27e-08 1.12e-09 1.33e-08 1.12e-09 3.35e-08 1.27e-09
16O 6.60e-03 4.85e-02 6.62e-03 4.84e-02 7.09e-03 4.93e-02
17O 1.55e-09 3.01e-08 2.94e-09 2.87e-08 4.73e-08 8.03e-08
18O 1.11e-08 8.35e-10 1.91e-08 7.95e-10 2.74e-07 2.83e-09
19F 6.87e-09 2.58e-11 7.33e-09 2.47e-11 2.16e-08 1.52e-10
20Ne 1.70e-03 1.83e-03 1.69e-03 1.83e-03 1.68e-03 1.64e-03
21Ne 4.93e-08 1.34e-07 5.10e-08 1.27e-07 1.02e-07 1.03e-06
22Ne 2.89e-08 3.28e-07 4.84e-08 3.08e-07 6.70e-07 8.38e-06
23Na 8.08e-06 1.04e-05 8.05e-06 1.03e-05 8.14e-06 2.59e-05
24Mg 3.44e-03 3.71e-03 3.45e-03 3.80e-03 3.51e-03 1.61e-03
25Mg 9.30e-06 1.52e-05 9.34e-06 1.48e-05 1.09e-05 7.31e-05
26Mg 1.65e-05 2.64e-05 1.64e-05 2.57e-05 1.73e-05 1.25e-04
27Al 1.25e-04 1.40e-04 1.25e-04 1.40e-04 1.29e-04 1.76e-04
28Si 8.88e-03 1.51e-01 8.88e-03 1.51e-01 8.96e-03 1.50e-01
29Si 9.37e-05 2.48e-04 9.36e-05 2.46e-04 9.48e-05 7.82e-04
30Si 9.79e-05 3.42e-04 9.80e-05 3.38e-04 1.02e-04 1.76e-03
31P 8.39e-05 1.83e-04 8.39e-05 1.81e-04 8.71e-05 5.04e-04
32S 3.70e-03 9.38e-02 3.70e-03 9.38e-02 3.74e-03 7.98e-02
33S 5.85e-05 1.45e-04 5.83e-05 1.43e-04 5.79e-05 2.93e-04
34S 2.87e-05 8.86e-04 2.87e-05 8.66e-04 3.07e-05 4.20e-03
36S 2.22e-09 1.92e-08 2.39e-09 1.91e-08 6.01e-09 1.65e-06
35Cl 2.93e-05 5.36e-05 2.94e-05 5.23e-05 3.32e-05 1.42e-04
37Cl 7.94e-06 1.32e-05 7.92e-06 1.29e-05 7.96e-06 2.70e-05
36Ar 1.20e-03 1.84e-02 1.20e-03 1.84e-02 1.25e-03 1.39e-02
38Ar 1.20e-05 4.18e-04 1.20e-05 4.06e-04 1.49e-05 1.99e-03
40Ar 5.42e-10 1.97e-09 7.76e-10 2.38e-09 3.60e-09 1.47e-07
39K 4.00e-05 3.56e-05 4.04e-05 3.49e-05 5.93e-05 8.11e-05
41K 6.33e-06 2.52e-06 6.32e-06 2.48e-06 6.70e-06 4.60e-06
40Ca 3.19e-03 1.77e-02 3.20e-03 1.77e-02 3.46e-03 1.30e-02
42Ca 2.59e-06 1.07e-05 2.63e-06 1.03e-05 4.11e-06 4.77e-05
43Ca 5.19e-06 3.56e-07 5.20e-06 3.57e-07 6.40e-06 2.65e-07
