12C 1.69e-03 1.97e-03 1.69e-03 1.97e-03 1.65e-03 1.90e-03
13C 3.51e-10 1.77e-08 3.50e-10 1.67e-08 2.44e-10 9.78e-08
14N 2.02e-07 9.45e-07 1.25e-06 9.07e-07 3.50e-05 1.55e-06
15N 2.72e-08 2.50e-09 2.85e-08 2.46e-09 6.99e-08 3.17e-09
16O 1.77e-03 5.67e-02 1.78e-03 5.66e-02 2.02e-03 5.76e-02
17O 8.79e-09 2.32e-07 1.02e-08 2.26e-07 5.32e-08 3.20e-07
18O 2.43e-08 3.93e-09 3.29e-08 3.77e-09 3.11e-07 6.90e-09
19F 1.96e-08 8.79e-11 2.07e-08 8.47e-11 5.59e-08 3.43e-10
20Ne 1.30e-03 1.96e-03 1.30e-03 1.96e-03 1.35e-03 1.75e-03
21Ne 1.16e-07 3.91e-07 1.19e-07 3.73e-07 2.00e-07 1.84e-06
22Ne 9.70e-08 5.45e-06 1.19e-07 5.24e-06 7.90e-07 5.14e-05
23Na 8.84e-06 1.44e-05 8.83e-06 1.42e-05 8.92e-06 3.84e-05
24Mg 1.50e-03 4.27e-03 1.50e-03 4.38e-03 1.56e-03 1.86e-03
25Mg 1.32e-05 2.23e-05 1.32e-05 2.18e-05 1.68e-05 9.46e-05
26Mg 2.03e-05 3.49e-05 2.03e-05 3.40e-05 2.11e-05 1.51e-04
27Al 5.56e-05 1.62e-04 5.56e-05 1.63e-04 5.68e-05 2.03e-04
28Si 2.92e-03 1.70e-01 2.92e-03 1.70e-01 3.00e-03 1.70e-01
29Si 4.44e-05 2.86e-04 4.42e-05 2.83e-04 4.23e-05 8.85e-04
30Si 4.46e-05 3.99e-04 4.46e-05 3.94e-04 4.46e-05 2.05e-03
31P 3.79e-05 2.12e-04 3.79e-05 2.09e-04 3.89e-05 5.81e-04
32S 1.58e-03 1.05e-01 1.58e-03 1.05e-01 1.67e-03 8.95e-02
33S 1.37e-05 1.67e-04 1.36e-05 1.65e-04 1.38e-05 3.35e-04
34S 1.14e-05 1.02e-03 1.13e-05 9.91e-04 1.05e-05 4.80e-03
36S 6.19e-10 2.33e-08 1.46e-09 2.41e-08 1.22e-08 1.98e-06
35Cl 2.35e-05 6.10e-05 2.36e-05 5.95e-05 2.92e-05 1.62e-04
37Cl 1.96e-06 1.47e-05 1.96e-06 1.44e-05 2.22e-06 3.03e-05
36Ar 7.64e-04 2.06e-02 7.66e-04 2.06e-02 8.49e-04 1.55e-02
38Ar 2.12e-06 4.68e-04 2.14e-06 4.54e-04 3.20e-06 2.23e-03
40Ar 1.89e-10 2.40e-09 1.38e-09 3.27e-09 1.15e-08 1.79e-07
39K 4.79e-05 3.91e-05 4.85e-05 3.83e-05 7.02e-05 9.01e-05
41K 4.61e-06 2.77e-06 4.61e-06 2.72e-06 5.18e-06 5.09e-06
40Ca 2.32e-03 1.96e-02 2.33e-03 1.97e-02 2.52e-03 1.44e-02
42Ca 1.74e-06 1.19e-05 1.78e-06 1.14e-05 3.18e-06 5.33e-05
43Ca 4.35e-06 2.86e-07 4.39e-06 2.86e-07 6.67e-06 2.78e-07
44Ca 5.72e-04 1.99e-05 5.72e-04 1.99e-05 5.54e-04 1.31e-05
46Ca 5.62e-11 7.27e-11 5.40e-10 6.29e-10 4.78e-09 9.12e-08
48Ca 1.25e-11 4.35e-12 1.21e-10 4.08e-11 2.68e-09 7.35e-09
45Sc 2.18e-06 1.50e-07 2.20e-06 1.49e-07 2.95e-06 3.62e-07
46Ti 1.08e-06 4.71e-06 1.09e-06 4.56e-06 1.58e-06 1.85e-05
47Ti 2.73e-05 6.31e-07 2.75e-05 6.28e-07 3.15e-05 1.18e-06
48Ti 2.53e-04 4.32e-04 2.51e-04 4.33e-04 1.95e-04 3.06e-04
49Ti 3.65e-06 2.25e-05 3.67e-06 2.24e-05 4.30e-06 3.35e-05
50Ti 5.78e-11 2.10e-10 5.92e-10 8.31e-10 1.99e-08 2.21e-07
50V 8.61e-11 1.41e-09 1.26e-10 1.80e-09 2.34e-09 6.25e-08
51V 1.10e-05 5.55e-05 1.10e-05 5.50e-05 9.88e-06 1.16e-04
50Cr 1.36e-06 1.20e-04 1.37e-06 1.18e-04 1.64e-06 6.02e-04
52Cr 2.92e-05 9.50e-03 2.89e-05 9.51e-03 1.98e-05 7.44e-03
53Cr 1.29e-06 6.62e-04 1.29e-06 6.57e-04 1.35e-06 1.16e-03
54Cr 1.73e-10 1.38e-08 1.59e-09 1.55e-08 6.43e-08 7.00e-07
55Mn 1.28e-06 3.34e-03 1.29e-06 3.30e-03 1.62e-06 7.51e-03
54Fe 5.00e-07 1.38e-02 5.30e-07 1.35e-02 1.55e-06 6.04e-02
56Fe 1.87e-06 5.59e-01 2.33e-06 5.59e-01 2.03e-05 4.87e-01
57Fe 3.03e-07 9.28e-03 3.85e-07 9.23e-03 5.05e-06 1.59e-02
58Fe 5.78e-09 8.59e-09 6.29e-08 4.47e-08 4.29e-06 2.23e-06
59Co 7.96e-08 2.94e-04 2.56e-07 2.91e-04 7.37e-06 5.20e-04
58Ni 9.22e-08 8.91e-03 2.53e-07 8.73e-03 9.67e-06 4.55e-02
60Ni 1.35e-07 6.90e-03 4.66e-07 6.92e-03 5.31e-06 4.05e-03
61Ni 5.07e-08 2.20e-04 1.76e-07 2.19e-04 1.65e-06 2.49e-04
62Ni 5.97e-08 1.27e-03 2.99e-07 1.26e-03 2.41e-06 3.73e-03
64Ni 7.97e-10 4.46e-09 8.13e-09 4.33e-08 1.40e-07 3.16e-06
63Cu 8.85e-09 5.00e-07 4.80e-08 6.27e-07 4.93e-07 5.56e-06
64Zn 1.29e-08 2.24e-05 2.74e-08 2.28e-05 1.78e-07 8.56e-06
66Zn 6.43e-09 2.46e-05 3.23e-08 2.48e-05 1.63e-07 5.70e-05
67Zn 1.59e-09 1.47e-08 8.25e-09 2.44e-08 3.43e-08 5.27e-07
68Zn 1.62e-09 7.74e-09 9.24e-09 3.17e-08 3.89e-08 9.38e-07
70Zn 4.88e-12 3.38e-11 5.42e-11 3.26e-10 4.69e-09 2.05e-08
69Ga 1.26e-10 1.82e-09 8.43e-10 1.78e-08 1.03e-08 1.60e-07
71Ga 4.64e-11 3.03e-10 3.95e-10 2.90e-09 6.05e-09 6.13e-08
