12C 4.37e-04 2.67e-03 4.36e-04 2.66e-03 4.29e-04 2.58e-03
13C 2.49e-11 3.02e-09 2.40e-11 2.83e-09 1.87e-11 3.17e-08
14N 1.66e-07 4.48e-07 1.23e-06 4.26e-07 3.54e-05 1.70e-06
15N 1.00e-08 2.92e-09 1.06e-08 2.93e-09 2.67e-08 4.12e-09
16O 7.12e-03 7.73e-02 7.14e-03 7.71e-02 7.61e-03 7.86e-02
17O 6.28e-10 9.49e-08 2.03e-09 9.06e-08 4.70e-08 2.48e-07
18O 7.88e-09 2.76e-09 1.57e-08 2.65e-09 2.67e-07 9.41e-09
19F 5.20e-09 7.40e-11 5.58e-09 7.09e-11 1.71e-08 3.94e-10
20Ne 1.05e-03 3.65e-03 1.04e-03 3.65e-03 1.03e-03 3.26e-03
21Ne 2.89e-08 3.53e-07 3.03e-08 3.33e-07 7.42e-08 2.49e-06
22Ne 1.88e-08 9.32e-07 3.82e-08 8.74e-07 6.58e-07 2.48e-05
23Na 5.44e-06 2.20e-05 5.41e-06 2.17e-05 5.55e-06 5.77e-05
24Mg 3.19e-03 6.48e-03 3.20e-03 6.66e-03 3.28e-03 2.89e-03
25Mg 6.19e-06 3.29e-05 6.24e-06 3.21e-05 7.53e-06 1.58e-04
26Mg 1.00e-05 5.66e-05 1.00e-05 5.51e-05 1.10e-05 2.68e-04
27Al 1.08e-04 2.58e-04 1.08e-04 2.59e-04 1.12e-04 3.32e-04
28Si 9.96e-03 1.91e-01 9.97e-03 1.91e-01 1.01e-02 1.90e-01
29Si 9.01e-05 4.23e-04 9.00e-05 4.19e-04 9.22e-05 1.38e-03
30Si 9.47e-05 5.68e-04 9.49e-05 5.62e-04 1.00e-04 2.96e-03
31P 8.31e-05 2.93e-04 8.31e-05 2.89e-04 8.59e-05 8.01e-04
32S 4.46e-03 1.14e-01 4.46e-03 1.14e-01 4.49e-03 9.72e-02
33S 6.94e-05 2.28e-04 6.92e-05 2.24e-04 6.91e-05 4.37e-04
34S 5.41e-05 1.30e-03 5.41e-05 1.27e-03 5.88e-05 6.11e-03
36S 2.52e-09 3.43e-08 2.55e-09 3.49e-08 4.77e-09 3.12e-06
35Cl 3.74e-05 8.04e-05 3.74e-05 7.83e-05 4.21e-05 2.09e-04
37Cl 9.44e-06 1.82e-05 9.41e-06 1.78e-05 9.55e-06 3.61e-05
36Ar 1.53e-03 2.15e-02 1.53e-03 2.15e-02 1.56e-03 1.60e-02
38Ar 2.13e-05 5.80e-04 2.14e-05 5.62e-04 2.67e-05 2.69e-03
40Ar 6.19e-10 3.38e-09 7.13e-10 4.48e-09 2.21e-09 2.99e-07
39K 8.48e-05 4.65e-05 8.54e-05 4.55e-05 1.07e-04 1.05e-04
41K 6.35e-06 3.26e-06 6.35e-06 3.20e-06 7.10e-06 5.83e-06
40Ca 5.08e-03 1.99e-02 5.08e-03 1.99e-02 5.22e-03 1.44e-02
42Ca 7.13e-06 1.48e-05 7.19e-06 1.42e-05 1.01e-05 6.38e-05
43Ca 2.44e-05 1.50e-07 2.43e-05 1.49e-07 2.49e-05 3.22e-07
44Ca 1.99e-03 1.65e-05 2.00e-03 1.66e-05 2.13e-03 1.18e-05
46Ca 6.66e-12 1.08e-10 5.97e-11 9.20e-10 6.68e-10 1.58e-07
48Ca 6.87e-12 4.52e-12 6.85e-11 4.15e-11 2.00e-09 1.20e-08
45Sc 4.00e-06 1.68e-07 4.02e-06 1.67e-07 5.34e-06 4.76e-07
46Ti 3.56e-06 5.70e-06 3.60e-06 5.51e-06 5.23e-06 2.16e-05
47Ti 5.47e-05 4.25e-07 5.50e-05 4.21e-07 6.80e-05 1.30e-06
48Ti 4.48e-03 4.03e-04 4.49e-03 4.04e-04 4.97e-03 2.86e-04
49Ti 4.11e-05 2.16e-05 4.14e-05 2.15e-05 5.48e-05 3.19e-05
50Ti 1.92e-11 3.30e-10 1.53e-10 1.32e-09 4.80e-09 3.44e-07
50V 1.25e-10 2.16e-09 2.15e-10 2.76e-09 2.43e-09 9.38e-08
51V 3.73e-04 5.30e-05 3.74e-04 5.25e-05 4.23e-04 1.11e-04
50Cr 1.83e-05 1.25e-04 1.85e-05 1.22e-04 2.49e-05 6.20e-04
52Cr 5.09e-03 8.80e-03 5.10e-03 8.81e-03 5.27e-03 6.91e-03
53Cr 1.36e-04 6.21e-04 1.37e-04 6.17e-04 1.72e-04 1.09e-03
54Cr 2.85e-10 1.61e-08 7.55e-10 1.86e-08 1.84e-08 8.47e-07
55Mn 4.12e-04 3.10e-03 4.12e-04 3.07e-03 3.95e-04 6.94e-03
54Fe 8.26e-05 1.38e-02 8.31e-05 1.35e-02 9.72e-05 5.93e-02
56Fe 2.13e-03 3.98e-01 2.12e-03 3.98e-01 1.72e-03 3.45e-01
57Fe 1.38e-04 5.79e-03 1.38e-04 5.76e-03 1.31e-04 1.01e-02
58Fe 1.67e-09 1.16e-08 1.52e-08 7.01e-08 1.05e-06 3.01e-06
59Co 1.22e-05 1.45e-04 1.25e-05 1.44e-04 2.37e-05 2.55e-04
58Ni 7.34e-05 5.47e-03 7.42e-05 5.36e-03 1.12e-04 2.72e-02
60Ni 7.56e-05 3.21e-03 7.56e-05 3.22e-03 6.70e-05 1.89e-03
61Ni 1.00e-05 1.01e-04 1.01e-05 1.01e-04 1.27e-05 1.19e-04
62Ni 1.30e-05 5.82e-04 1.37e-05 5.75e-04 3.05e-05 1.70e-03
64Ni 1.17e-09 7.32e-09 1.12e-08 7.10e-08 2.05e-07 5.24e-06
63Cu 5.36e-07 2.40e-07 6.37e-07 4.51e-07 3.07e-06 6.80e-06
64Zn 1.48e-06 9.50e-06 1.66e-06 9.89e-06 4.52e-06 4.26e-06
66Zn 9.24e-07 1.04e-05 1.21e-06 1.10e-05 6.33e-06 3.04e-05
67Zn 2.57e-07 7.43e-09 3.69e-07 2.34e-08 2.21e-06 8.20e-07
68Zn 3.75e-07 6.68e-09 6.45e-07 4.70e-08 2.59e-06 1.54e-06
70Zn 6.03e-12 6.02e-11 5.60e-11 5.82e-10 1.73e-09 3.47e-08
69Ga 3.35e-08 2.96e-09 6.63e-08 2.90e-08 2.23e-07 2.67e-07
71Ga 2.83e-09 4.88e-10 7.19e-09 4.69e-09 3.17e-08 1.02e-07
