14C 3.68e-08 1.93e-06 3.73e-08 1.83e-06 4.31e-08 3.71e-06
22Na 9.34e-08 1.38e-08 9.78e-08 1.38e-08 2.32e-07 9.36e-09
26Al 1.33e-05 7.04e-06 1.33e-05 7.09e-06 1.45e-05 2.74e-06
32Si 3.09e-10 5.35e-10 5.69e-10 6.89e-10 9.61e-10 5.47e-08
32P 1.00e-08 1.39e-07 1.05e-08 1.36e-07 1.32e-08 2.22e-06
33P 2.57e-09 9.66e-08 2.82e-09 9.56e-08 7.86e-09 1.43e-06
35S 5.02e-09 9.84e-08 5.57e-09 9.44e-08 1.51e-08 3.14e-06
36Cl 1.06e-08 4.32e-07 1.07e-08 4.19e-07 1.48e-08 3.04e-06
37Ar 3.00e-06 2.10e-05 2.99e-06 2.06e-05 3.04e-06 3.82e-05
39Ar 3.54e-10 4.23e-09 2.82e-09 7.54e-09 4.90e-08 2.97e-07
40K 8.71e-10 2.69e-08 1.26e-09 2.63e-08 1.11e-08 2.47e-07
41Ca 1.04e-05 3.82e-06 1.03e-05 3.74e-06 1.10e-05 6.65e-06
44Ti 7.50e-04 1.57e-05 7.47e-04 1.58e-05 6.50e-04 1.12e-05
48V 4.44e-07 5.42e-08 4.50e-07 5.37e-08 6.06e-07 9.88e-08
49V 8.92e-08 1.80e-07 9.15e-08 1.80e-07 1.64e-07 7.95e-07
48Cr 1.25e-04 4.29e-04 1.23e-04 4.30e-04 7.45e-05 3.00e-04
49Cr 3.61e-06 2.32e-05 3.60e-06 2.30e-05 3.00e-06 3.29e-05
51Cr 7.69e-08 8.98e-07 7.77e-08 8.81e-07 9.33e-08 1.27e-05
51Mn 5.40e-06 5.63e-05 5.34e-06 5.58e-05 3.62e-06 1.06e-04
52Mn 1.00e-07 3.34e-06 1.01e-07 3.34e-06 9.94e-08 4.58e-06
53Mn 3.67e-08 2.09e-05 3.81e-08 2.07e-05 1.13e-07 1.53e-04
54Mn 9.17e-11 1.84e-08 6.34e-10 1.94e-08 2.56e-08 7.84e-07
52Fe 5.16e-06 9.49e-03 5.06e-06 9.50e-03 2.75e-06 7.13e-03
53Fe 4.30e-07 6.51e-04 4.26e-07 6.47e-04 2.81e-07 1.03e-03
55Fe 3.58e-09 2.55e-05 7.93e-09 2.49e-05 2.34e-07 4.94e-04
59Fe 4.71e-09 8.35e-09 5.04e-08 8.51e-08 2.48e-06 2.26e-06
60Fe 2.46e-08 2.75e-08 2.44e-07 2.71e-07 2.84e-06 1.66e-05
55Co 2.57e-07 3.34e-03 2.60e-07 3.31e-03 5.27e-07 7.01e-03
56Co 4.61e-09 1.08e-05 6.05e-09 1.07e-05 7.43e-08 3.14e-05
57Co 8.22e-09 3.50e-06 7.74e-08 3.43e-06 4.55e-06 5.49e-05
58Co 7.42e-10 6.24e-09 8.00e-09 8.64e-09 7.18e-07 1.94e-07
60Co 1.77e-08 8.85e-09 1.75e-07 8.88e-08 1.61e-06 1.72e-06
56Ni 7.45e-07 3.43e-01 7.54e-07 3.43e-01 1.26e-06 2.94e-01
57Ni 9.79e-08 4.04e-03 1.06e-07 4.02e-03 4.22e-07 7.22e-03
59Ni 1.12e-08 8.88e-06 8.45e-08 8.85e-06 3.02e-06 2.32e-05
63Ni 1.40e-09 6.59e-09 1.38e-08 6.37e-08 2.81e-07 2.61e-06
62Zn 3.80e-08 1.84e-04 2.97e-07 1.81e-04 2.81e-06 4.16e-04
65Zn 2.98e-10 6.09e-09 2.76e-09 5.40e-08 2.43e-08 1.55e-07
65Ge 4.03e-10 6.83e-08 1.90e-09 6.82e-08 8.78e-09 4.42e-08
