14C 2.09e-08 3.37e-06 2.12e-08 3.19e-06 2.26e-08 7.51e-06
22Na 5.09e-08 2.15e-08 5.29e-08 2.15e-08 1.16e-07 1.47e-08
26Al 9.81e-06 1.12e-05 9.79e-06 1.12e-05 1.03e-05 4.40e-06
32Si 9.42e-11 8.05e-10 1.77e-10 1.02e-09 3.25e-10 8.08e-08
32P 1.44e-08 1.87e-07 1.47e-08 1.83e-07 1.65e-08 3.20e-06
33P 5.99e-09 1.32e-07 6.08e-09 1.31e-07 8.27e-09 2.04e-06
35S 1.14e-08 1.35e-07 1.17e-08 1.29e-07 1.82e-08 4.64e-06
36Cl 2.73e-08 5.66e-07 2.74e-08 5.49e-07 3.23e-08 4.26e-06
37Ar 1.03e-05 2.35e-05 1.03e-05 2.30e-05 1.03e-05 4.10e-05
39Ar 4.60e-10 5.56e-09 1.77e-09 1.11e-08 2.67e-08 4.59e-07
40K 2.94e-09 3.57e-08 3.31e-09 3.51e-08 1.38e-08 3.58e-07
41Ca 9.15e-06 4.07e-06 9.15e-06 3.99e-06 1.06e-05 6.95e-06
44Ti 2.57e-03 1.33e-05 2.58e-03 1.33e-05 2.87e-03 9.29e-06
48V 9.56e-07 5.98e-08 9.69e-07 5.94e-08 1.45e-06 1.04e-07
49V 2.54e-07 1.86e-07 2.61e-07 1.88e-07 5.02e-07 8.95e-07
48Cr 2.67e-03 3.48e-04 2.66e-03 3.49e-04 2.43e-03 2.38e-04
49Cr 2.01e-05 1.96e-05 2.02e-05 1.95e-05 2.78e-05 2.67e-05
51Cr 1.17e-06 9.24e-07 1.18e-06 9.05e-07 1.45e-06 1.33e-05
51Mn 1.11e-04 4.74e-05 1.11e-04 4.69e-05 1.15e-04 8.55e-05
52Mn 1.78e-06 2.95e-06 1.78e-06 2.95e-06 2.13e-06 4.12e-06
53Mn 1.12e-06 1.86e-05 1.13e-06 1.84e-05 1.54e-06 1.54e-04
54Mn 1.15e-10 1.90e-08 4.65e-10 2.06e-08 1.67e-08 8.36e-07
52Fe 8.90e-04 7.36e-03 8.82e-04 7.38e-03 6.37e-04 5.44e-03
53Fe 1.89e-05 5.20e-04 1.89e-05 5.17e-04 2.04e-05 7.94e-04
55Fe 1.47e-07 2.64e-05 1.58e-07 2.58e-05 6.40e-07 5.17e-04
59Fe 2.59e-09 1.46e-08 2.76e-08 1.49e-07 1.47e-06 3.79e-06
60Fe 1.16e-08 4.22e-08 1.16e-07 4.15e-07 1.69e-06 2.51e-05
55Co 3.03e-05 2.63e-03 3.02e-05 2.60e-03 2.68e-05 5.25e-03
56Co 2.83e-07 9.27e-06 2.92e-07 9.19e-06 6.31e-07 2.57e-05
57Co 7.32e-08 3.48e-06 1.72e-07 3.42e-06 7.17e-06 5.64e-05
58Co 1.12e-09 6.48e-09 1.18e-08 1.03e-08 9.80e-07 2.09e-07
60Co 6.32e-09 1.37e-08 6.23e-08 1.37e-07 9.31e-07 2.68e-06
56Ni 7.50e-05 2.10e-01 7.42e-05 2.10e-01 4.98e-05 1.77e-01
57Ni 6.45e-06 2.03e-03 6.51e-06 2.02e-03 6.95e-06 3.68e-03
59Ni 2.28e-07 2.10e-06 4.91e-07 2.14e-06 1.24e-05 1.32e-05
63Ni 1.47e-09 9.60e-09 1.42e-08 9.27e-08 2.06e-07 4.08e-06
62Zn 6.36e-07 2.54e-05 1.36e-06 2.51e-05 1.34e-05 5.56e-05
65Zn 2.49e-09 7.76e-09 1.69e-08 7.82e-08 2.15e-07 2.15e-07
65Ge 8.95e-09 1.15e-08 1.74e-08 1.15e-08 9.34e-08 1.05e-08
